,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
2636,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/26/1999,04/26/1999,
2637,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/11/2001,07/31/2001,
2638,SERVICE PAINTING CORPORATION,28.510271999999997,-81.42773000000003,http://echo.epa.gov/detailed-facility-report?fid=110005593278,FLD984168419,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,06/18/1997,08/08/1997,07/01/1997
2639,SERVICE PAINTING CORPORATION,28.510271999999997,-81.42773000000003,http://echo.epa.gov/detailed-facility-report?fid=110005593278,FLD984168419,FL,268.A,Land Disposal Restrictions: General,S  ,10/20/1988,04/21/1994,
2640,FLORIDA CENTRAL RAILROAD CO INC,28.685,-81.56944399999998,http://echo.epa.gov/detailed-facility-report?fid=110007458072,FLD984227462,FL,279.C,Standards for Used Oil: Generators,S  ,03/22/2013,03/25/2013,
2641,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/05/1993,09/17/1993,06/09/1993
2642,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/05/1993,09/17/1993,06/09/1993
2643,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/05/1993,09/17/1993,06/09/1993
2644,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/05/1993,09/17/1993,
2645,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/05/1993,09/17/1993,
2646,APPLIED ELECTRONIC TECHNOLOGY,28.61597,-81.38856,http://echo.epa.gov/detailed-facility-report?fid=110005623913,FLD984256776,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/05/1993,09/17/1993,
2647,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/15/1996,12/24/1996,
2648,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,279.C,Standards for Used Oil: Generators,S  ,10/15/1996,12/30/1996,
2649,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/05/1996,06/10/1996,
2650,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,279.C,Standards for Used Oil: Generators,S  ,06/05/1996,06/10/1996,
2651,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,279.C,Standards for Used Oil: Generators,S  ,06/05/1996,06/10/1996,07/05/1996
2652,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/05/1996,06/10/1996,07/05/1996
2653,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/15/1996,12/24/1996,
2654,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/05/1996,06/10/1996,07/05/1996
2655,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/1996,11/15/1996,
2656,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/05/1996,06/10/1996,
2657,MEDA AUTO SALES & BODY SHOP,28.53946,-81.39723000000002,http://echo.epa.gov/detailed-facility-report?fid=110005635875,FLR000018267,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/03/1999,04/03/1999,
2658,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/16/2008,07/09/2008,
2659,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/22/1999,08/30/1999,08/16/1999
2660,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,279.C,Standards for Used Oil: Generators,S  ,07/22/1999,08/30/1999,
2661,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,279.C,Standards for Used Oil: Generators,S  ,07/22/1999,08/30/1999,08/16/1999
2662,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,279.C,Standards for Used Oil: Generators,S  ,01/16/2008,07/09/2008,
2663,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/16/2008,07/09/2008,
2664,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,261.A,ID and Listing of HW: General,S  ,01/16/2008,07/09/2008,
2665,FLORIDA INDUSTRIAL BATTERY,30.331086,-81.710093,http://echo.epa.gov/detailed-facility-report?fid=110005656655,FLR000056895,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/22/1999,08/30/1999,
2666,HAMLIN TRANSPORTATION INC,30.3275,-81.595556,http://echo.epa.gov/detailed-facility-report?fid=110005659091,FLR000060657,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/08/1999,12/03/1999,
2667,HAMLIN TRANSPORTATION INC,30.3275,-81.595556,http://echo.epa.gov/detailed-facility-report?fid=110005659091,FLR000060657,FL,261.A,ID and Listing of HW: General,S  ,11/08/1999,12/03/1999,
2668,HAMLIN TRANSPORTATION INC,30.3275,-81.595556,http://echo.epa.gov/detailed-facility-report?fid=110005659091,FLR000060657,FL,279.C,Standards for Used Oil: Generators,S  ,11/08/1999,12/03/1999,
2669,FLESCHUTE PROPERTY,28.663361,-81.494061,http://echo.epa.gov/detailed-facility-report?fid=110005661186,FLR000064501,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/15/2000,11/06/2000,
2670,CARL WILSON AUTO SALES,30.248056,-81.783889,http://echo.epa.gov/detailed-facility-report?fid=110016741766,FLR000104661,FL,279.C,Standards for Used Oil: Generators,S  ,01/07/2004,01/07/2004,01/07/2004
2671,CARL WILSON AUTO SALES,30.248056,-81.783889,http://echo.epa.gov/detailed-facility-report?fid=110016741766,FLR000104661,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/14/2014,05/13/2014,
2672,CARL WILSON AUTO SALES,30.248056,-81.783889,http://echo.epa.gov/detailed-facility-report?fid=110016741766,FLR000104661,FL,279.C,Standards for Used Oil: Generators,S  ,04/14/2014,05/14/2014,
2673,CARL WILSON AUTO SALES,30.248056,-81.783889,http://echo.epa.gov/detailed-facility-report?fid=110016741766,FLR000104661,FL,261.A,ID and Listing of HW: General,S  ,04/14/2014,05/13/2014,
2674,CARL WILSON AUTO SALES,30.248056,-81.783889,http://echo.epa.gov/detailed-facility-report?fid=110016741766,FLR000104661,FL,279.C,Standards for Used Oil: Generators,S  ,04/14/2014,05/13/2014,
2675,BREWER TIRES,30.290893,-81.61909,http://echo.epa.gov/detailed-facility-report?fid=110017217876,FLR000105015,FL,279.C,Standards for Used Oil: Generators,S  ,01/29/2004,03/02/2004,
2676,MIKE'S AUTO BODY & REPAIR,28.548704999999998,-81.394449,http://echo.epa.gov/detailed-facility-report?fid=110031382938,FLR000133074,FL,261.A,ID and Listing of HW: General,S  ,06/10/2009,06/28/2012,
2677,MIKE'S AUTO BODY & REPAIR,28.548704999999998,-81.394449,http://echo.epa.gov/detailed-facility-report?fid=110031382938,FLR000133074,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/27/2006,03/28/2007,
2678,MIKE'S AUTO BODY & REPAIR,28.548704999999998,-81.394449,http://echo.epa.gov/detailed-facility-report?fid=110031382938,FLR000133074,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/10/2009,06/28/2012,
2679,SMITTYS AUTO SERVICE,29.679415000000002,-82.298723,http://echo.epa.gov/detailed-facility-report?fid=110031425250,FLR000137372,FL,279.C,Standards for Used Oil: Generators,S  ,08/14/2012,08/14/2012,
2680,TARGET STORE T3238,29.653655999999998,-82.33923,http://echo.epa.gov/detailed-facility-report?fid=110070207543,FLR000224246,FL,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,08/13/2018,08/13/2018,
2681,TARGET STORE T3238,29.653655999999998,-82.33923,http://echo.epa.gov/detailed-facility-report?fid=110070207543,FLR000224246,FL,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,08/13/2018,09/10/2018,
2682,PIE NATIONWIDE,30.34755,-81.6929,http://echo.epa.gov/detailed-facility-report?fid=110002526945,FLD007922578,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/1986,11/21/1986,
2683,PIE NATIONWIDE,30.34755,-81.6929,http://echo.epa.gov/detailed-facility-report?fid=110002526945,FLD007922578,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/16/1986,11/12/1986,
2684,PIE NATIONWIDE,30.34755,-81.6929,http://echo.epa.gov/detailed-facility-report?fid=110002526945,FLD007922578,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/05/1988,04/05/1988,
2685,PIE NATIONWIDE,30.34755,-81.6929,http://echo.epa.gov/detailed-facility-report?fid=110002526945,FLD007922578,FL,262.A,Standards Applicable to Generators of HW: General,E  ,07/31/1984,03/21/1985,
2686,PIE NATIONWIDE,30.34755,-81.6929,http://echo.epa.gov/detailed-facility-report?fid=110002526945,FLD007922578,FL,262.A,Standards Applicable to Generators of HW: General,E  ,07/31/1984,02/22/1985,
2687,NEPHRON PHARMACEUTICALS CORPORATION,28.506697999999997,-81.430095,http://echo.epa.gov/detailed-facility-report?fid=110002527230,FLD010814044,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/23/2004,05/14/2004,
2688,NEPHRON PHARMACEUTICALS CORPORATION,28.506697999999997,-81.430095,http://echo.epa.gov/detailed-facility-report?fid=110002527230,FLD010814044,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/23/2004,05/14/2004,
2689,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/14/1989,11/02/1989,
2690,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/09/1992,09/28/1992,
2691,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/15/1998,04/15/1998,04/15/1998
2692,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,268.A,Land Disposal Restrictions: General,S  ,06/15/1993,08/02/1993,
2693,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/22/1987,08/03/1987,
2694,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,10/26/1992,03/24/1993,
2695,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,262.A,Standards Applicable to Generators of HW: General,E  ,09/10/1991,07/22/1994,
2696,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,E  ,09/10/1991,07/22/1994,
2697,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,268.A,Land Disposal Restrictions: General,E  ,02/17/1993,07/22/1994,
2698,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,264.J,Standards for Owners and Operators of HW TSDs: Tank Systems,E  ,09/10/1991,07/22/1994,
2699,"ENVIROTECH SOUTHEAST, INC.",30.326729999999998,-81.630238,http://echo.epa.gov/detailed-facility-report?fid=110000621738,FLD101877876,FL,262.A,Standards Applicable to Generators of HW: General,S  ,08/30/1989,11/15/1989,
2700,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/18/1993,04/09/1993,
2701,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/31/2019,,
2702,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,268.A,Land Disposal Restrictions: General,S  ,03/18/1993,04/09/1993,
2703,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,03/18/1993,04/09/1993,
2704,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,10/08/2007,10/10/2007,
2705,ART & CRAFT CLEANERS,30.312886,-81.599801,http://echo.epa.gov/detailed-facility-report?fid=110002547780,FLD981748759,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/08/2007,10/08/2007,
2706,B & J ATLANTIC INC,30.341728000000003,-81.733694,http://echo.epa.gov/detailed-facility-report?fid=110005619768,FLD984245381,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,05/18/2016,05/27/2016,
2707,B & J ATLANTIC INC,30.341728000000003,-81.733694,http://echo.epa.gov/detailed-facility-report?fid=110005619768,FLD984245381,FL,279.C,Standards for Used Oil: Generators,S  ,05/18/2016,05/27/2016,
2708,"TRADEMARK METALS RECYCLING, LLC - SANFORD FACILITY",28.81121,-81.30927,http://echo.epa.gov/detailed-facility-report?fid=110013701146,FLD984261370,FL,279.C,Standards for Used Oil: Generators,S  ,02/26/2002,02/26/2002,
2709,"TRADEMARK METALS RECYCLING, LLC - SANFORD FACILITY",28.81121,-81.30927,http://echo.epa.gov/detailed-facility-report?fid=110013701146,FLD984261370,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/15/2003,01/27/2005,
2710,"TRADEMARK METALS RECYCLING, LLC - SANFORD FACILITY",28.81121,-81.30927,http://echo.epa.gov/detailed-facility-report?fid=110013701146,FLD984261370,FL,279.C,Standards for Used Oil: Generators,S  ,12/07/2005,03/13/2009,
2711,"TRADEMARK METALS RECYCLING, LLC - SANFORD FACILITY",28.81121,-81.30927,http://echo.epa.gov/detailed-facility-report?fid=110013701146,FLD984261370,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/07/1993,12/07/1993,
