,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
4545,CENTURION LEASING CO.,30.354865000000004,-81.715001,http://echo.epa.gov/detailed-facility-report?fid=110005272873,FLD982136491,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/15/1997,N  
4546,ORANGE COUNTY TRAFFIC ENGINEERING,28.49976,-81.41755,http://echo.epa.gov/detailed-facility-report?fid=110005598923,FLD984187211,FL,APT,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/12/1998,Y  
4547,ORANGE COUNTY TRAFFIC ENGINEERING,28.49976,-81.41755,http://echo.epa.gov/detailed-facility-report?fid=110005598923,FLD984187211,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/13/1998,N  
4548,THE PANTRY INC #1171,30.325519,-81.743713,http://echo.epa.gov/detailed-facility-report?fid=110005602909,FLD984198937,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/16/2008,N  
4549,BUFFALO TRADING COMPANY,28.568886,-81.427686,http://echo.epa.gov/detailed-facility-report?fid=110005638202,FLR000024232,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/22/1996,N  
4550,BUFFALO TRADING COMPANY,28.568886,-81.427686,http://echo.epa.gov/detailed-facility-report?fid=110005638202,FLR000024232,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/15/1996,N  
4551,BUFFALO TRADING COMPANY,28.568886,-81.427686,http://echo.epa.gov/detailed-facility-report?fid=110005638202,FLR000024232,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/16/1996,N  
4552,ELIGIUS METAL WORKS,30.355368,-81.697409,http://echo.epa.gov/detailed-facility-report?fid=110005641047,FLR000029603,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/2010,Y  
4553,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/19/2001,N  
4554,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/14/1997,N  
4555,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/20/1999,Y  
4556,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/26/1997,Y  
4557,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/28/1998,Y  
4558,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/2001,Y  
4559,PRESTIGE FORD INC,28.73492700000001,-81.61084100000002,http://echo.epa.gov/detailed-facility-report?fid=110005643704,FLR000034462,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/22/2008,N  
4560,CVS PHARMACY #5832,29.666338,-82.33885500000002,http://echo.epa.gov/detailed-facility-report?fid=110046231092,FLR000040899,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/27/2009,N  
4561,CENTRAL FLORIDA BOX,28.506991999999997,-81.436767,http://echo.epa.gov/detailed-facility-report?fid=110005652622,FLR000049536,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/19/1998,N  
4562,MAGIC CLEANERS,30.283333000000002,-81.75,http://echo.epa.gov/detailed-facility-report?fid=110005652873,FLR000049908,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/06/1999,N  
4563,CELMARK INTERNATIONAL INC,28.452721999999998,-81.41869399999999,http://echo.epa.gov/detailed-facility-report?fid=110012539912,FLR000070532,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/27/2000,N  
4564,CELMARK INTERNATIONAL INC,28.452721999999998,-81.41869399999999,http://echo.epa.gov/detailed-facility-report?fid=110012539912,FLR000070532,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/16/2010,Y  
4565,FLORIDA DEPARTMENT LAW ENFORCEMENT,30.33714,-81.66696999999998,http://echo.epa.gov/detailed-facility-report?fid=110012550266,FLR000082206,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/02/2011,Y  
4566,PERMA SHINE,29.649,-81.63941700000002,http://echo.epa.gov/detailed-facility-report?fid=110013294078,FLR000087601,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/05/2004,Y  
4567,PERMA SHINE,29.649,-81.63941700000002,http://echo.epa.gov/detailed-facility-report?fid=110013294078,FLR000087601,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/11/2002,N  
4568,PERMA SHINE,29.649,-81.63941700000002,http://echo.epa.gov/detailed-facility-report?fid=110013294078,FLR000087601,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/05/2004,N  
4569,MCDAVID TYPEWRITER COMPANY,29.681016999999997,-82.29503000000003,http://echo.epa.gov/detailed-facility-report?fid=110016730126,FLR000094003,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/12/2008,N  
4570,MCDAVID TYPEWRITER COMPANY,29.681016999999997,-82.29503000000003,http://echo.epa.gov/detailed-facility-report?fid=110016730126,FLR000094003,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/27/2009,Y  
4571,SOUTHLAND CONSTRUCTION,28.6731,-81.51488,http://echo.epa.gov/detailed-facility-report?fid=110016733267,FLR000099093,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/28/2010,Y  
4572,FDOT SMO TEST TRACK EXPANSION PROJECT,29.672497999999997,-82.26665899999998,http://echo.epa.gov/detailed-facility-report?fid=110016744843,FLR000103648,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/09/2013,N  
4573,XTREME AUTO COLLISION INC,28.540567,-81.397639,http://echo.epa.gov/detailed-facility-report?fid=110022528488,FLR000121194,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/13/2005,Y  
4574,RIGGINS ENGINEERING INC,30.320453000000004,-81.76836999999998,http://echo.epa.gov/detailed-facility-report?fid=110031353504,FLR000136671,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/03/2007,N  
4575,RIGGINS ENGINEERING INC,30.320453000000004,-81.76836999999998,http://echo.epa.gov/detailed-facility-report?fid=110031353504,FLR000136671,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/13/2007,Y  
4576,SOUTH SEMINOLE SHEET METAL INC,28.63168,-81.498323,http://echo.epa.gov/detailed-facility-report?fid=110043186575,FLR000170886,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/28/2010,N  
4577,DENIM & LACE INC,30.363039,-81.606523,http://echo.epa.gov/detailed-facility-report?fid=110001741134,FLR000178665,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/15/2011,N  
4578,MCSB TRANSPORTATION COMPLEX - COLLIER CAMPUS,29.374209999999998,-82.19049,http://echo.epa.gov/detailed-facility-report?fid=110035594014,FLR000181685,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/10/2012,N  
4579,PPG PAINTS,30.32165,-81.67759000000002,http://echo.epa.gov/detailed-facility-report?fid=110069375116,FLR000218941,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/18/2019,N  
4580,HENDRICKS AVE PET CLINIC,30.284554999999997,-81.650853,http://echo.epa.gov/detailed-facility-report?fid=110070431464,FLR000228486,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/2018,N  
4581,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/06/2008,N  
4582,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/10/2000,N  
4583,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/01/1997,Y  
4584,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/09/2000,N  
4585,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,05/19/2009,N  
4586,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/18/2000,Y  
4587,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/16/2007,Y  
4588,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,12/13/2007,N  
4589,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/15/1997,N  
4590,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/04/2002,N  
4591,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/12/1997,N  
4592,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/17/2014,N  
4593,OLCOTT FREEZING & STORAGE,30.32873,-81.67860999999998,http://echo.epa.gov/detailed-facility-report?fid=110002521664,FL0000890913,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/13/1986,N  
4594,DIAMOND CLEANERS,28.471633,-81.411247,http://echo.epa.gov/detailed-facility-report?fid=110002532652,FLD053628913,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/22/1986,Y  
4595,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/27/1994,N  
4596,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/26/1995,N  
4597,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/1984,N  
4598,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/10/1988,N  
4599,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/20/1986,N  
4600,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/24/1994,Y  
4601,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/1990,N  
4602,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,FUI,FUI,FOLLOW-UP INSPECTION,S  ,11/23/1987,N  
4603,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/14/1995,N  
4604,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/17/2000,Y  
4605,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/23/1987,Y  
4606,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/24/1997,N  
4607,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/16/1988,N  
4608,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/18/2000,N  
4609,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/1988,N  
4610,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/16/1985,Y  
4611,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/01/2013,N  
4612,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/17/2004,N  
4613,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/22/2004,N  
4614,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/02/2004,N  
4615,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/23/2004,N  
4616,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/20/2004,N  
4617,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/2004,N  
4618,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/10/1986,Y  
4619,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/21/2004,N  
4620,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/2009,Y  
4621,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/12/2014,Y  
4622,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/19/1995,Y  
4623,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/30/1986,N  
4624,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/09/2004,Y  
4625,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/13/2019,Y  
4626,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,02/26/2020,U  
4627,COLLINS AUTOMOTIVE,29.676977,-82.299258,http://echo.epa.gov/detailed-facility-report?fid=110002552069,FLD981865512,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/15/2009,Y  
4628,COLLINS AUTOMOTIVE,29.676977,-82.299258,http://echo.epa.gov/detailed-facility-report?fid=110002552069,FLD981865512,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/06/2009,N  
4629,ALYSA CLEANERS,28.688182,-81.536611,http://echo.epa.gov/detailed-facility-report?fid=110064179874,FLD984166298,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,10/26/2012,N  
4630,PUTNAM COUNTY DISTRICT SCHOOL BOARD TRANSPORTATION DEPT,29.65498,-81.640084,http://echo.epa.gov/detailed-facility-report?fid=110005594963,FLD984175307,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/27/2011,Y  
4631,BEECHLERS PRINTING,29.689490999999997,-82.32739699999998,http://echo.epa.gov/detailed-facility-report?fid=110005600215,FLD984189423,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/13/2016,N  
4632,BEECHLERS PRINTING,29.689490999999997,-82.32739699999998,http://echo.epa.gov/detailed-facility-report?fid=110005600215,FLD984189423,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/03/1997,N  
4633,BEECHLERS PRINTING,29.689490999999997,-82.32739699999998,http://echo.epa.gov/detailed-facility-report?fid=110005600215,FLD984189423,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/09/1996,Y  
4634,ACE CHECKS CASHED,29.659731,-82.306667,http://echo.epa.gov/detailed-facility-report?fid=110007447664,FLD984199661,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/14/2009,N  
4635,STOP N BUY BP,30.248170000000002,-81.77339,http://echo.epa.gov/detailed-facility-report?fid=110043644786,FLD984213124,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/14/2011,N  
4636,GEORGE DORO FIXTURE CO,30.324668,-81.643916,http://echo.epa.gov/detailed-facility-report?fid=110005276940,FLD984226043,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/16/1995,N  
4637,BECK NISSAN,29.653159999999996,-81.65438,http://echo.epa.gov/detailed-facility-report?fid=110005615762,FLD984234740,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/26/2000,Y  
4638,BECK NISSAN,29.653159999999996,-81.65438,http://echo.epa.gov/detailed-facility-report?fid=110005615762,FLD984234740,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/07/2000,N  
4639,BECK NISSAN,29.653159999999996,-81.65438,http://echo.epa.gov/detailed-facility-report?fid=110005615762,FLD984234740,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/19/2000,N  
4640,CARLISLE CONTAINER MFG  CORP,29.982713,-81.655999,http://echo.epa.gov/detailed-facility-report?fid=110000361563,FLD984238907,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/21/1995,Y  
4641,CARLISLE CONTAINER MFG  CORP,29.982713,-81.655999,http://echo.epa.gov/detailed-facility-report?fid=110000361563,FLD984238907,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/07/1995,N  
4642,CARLISLE CONTAINER MFG  CORP,29.982713,-81.655999,http://echo.epa.gov/detailed-facility-report?fid=110000361563,FLD984238907,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/2000,N  
4643,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/17/2004,N  
4644,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/17/2003,N  
4645,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/18/2004,Y  
4646,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/16/2004,N  
4647,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/17/1997,N  
4648,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/10/2004,N  
4649,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/10/2004,Y  
4650,EAST COAST INDUSTRIAL PARK,28.630831,-81.460842,http://echo.epa.gov/detailed-facility-report?fid=110005646382,FLR000038984,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/26/1998,N  
4651,EAST COAST INDUSTRIAL PARK,28.630831,-81.460842,http://echo.epa.gov/detailed-facility-report?fid=110005646382,FLR000038984,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/13/1998,N  
4652,SNOOPYS AUTO BODY SHOP,28.512494,-81.396064,http://echo.epa.gov/detailed-facility-report?fid=110005651419,FLR000047399,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/03/1998,N  
4653,RESOURCE TRUCK & PARTS,29.367690000000003,-82.191762,http://echo.epa.gov/detailed-facility-report?fid=110006158978,FLR000065391,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/14/2000,N  
4654,RESOURCE TRUCK & PARTS,29.367690000000003,-82.191762,http://echo.epa.gov/detailed-facility-report?fid=110006158978,FLR000065391,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/07/2000,N  
4655,RESOURCE TRUCK & PARTS,29.367690000000003,-82.191762,http://echo.epa.gov/detailed-facility-report?fid=110006158978,FLR000065391,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/2000,Y  
4656,CALLAWAY BARGE LINES INC,29.987078999999998,-81.659524,http://echo.epa.gov/detailed-facility-report?fid=110009078461,FLR000075887,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/2001,N  
4657,CALLAWAY BARGE LINES INC,29.987078999999998,-81.659524,http://echo.epa.gov/detailed-facility-report?fid=110009078461,FLR000075887,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/15/2001,N  
4658,CALLAWAY BARGE LINES INC,29.987078999999998,-81.659524,http://echo.epa.gov/detailed-facility-report?fid=110009078461,FLR000075887,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/2001,N  
